City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,itaituba,-4.2761,-55.9836,24.86,95,100,0.96,Itaituba,1684893881
334,hambantota,6.1241,81.1185,25.19,100,20,1.54,Hambantota,1684893881
335,leh,34.1667,77.5833,7.51,69,100,1.66,Leh,1684893881
336,bonfim,3.0833,-59.95,25.76,85,54,1.9,Bonfim,1684893882
337,kwinana,-32.25,115.7667,17.31,67,100,1.34,Kwinana,1684893882
338,codrington,-38.2667,141.9667,15.9,59,11,8.39,Codrington,1684893882
339,stornoway,58.2093,-6.3865,10.02,92,100,5.14,Stornoway,1684893882
340,kamaishi,39.2667,141.8833,13.25,63,85,5.6,Kamaishi,1684893883
341,porto novo,6.4965,2.6036,27.9,86,100,1.89,Porto-Novo,1684893635
342,kirando,-7.4167,30.6,24.07,66,100,2.24,Kirando,1684893883
343,castelldefels,41.2779,1.9703,18.84,81,20,2.06,Castelldefels,1684893883
344,danville,36.586,-79.395,16.31,83,67,2.06,Danville,1684893608
345,mago,53.2514,140.1822,14.42,55,99,1.54,Mago,1684893885
346,pangody,65.85,74.4859,4.48,59,46,0.94,Pangody,1684893856
347,kamenka,51.3223,42.7678,13.42,96,35,2.9,Kamenka,1684893885
348,sistranda,63.7256,8.834,8.98,77,100,4.69,Sistranda,1684893885
349,galabovo,42.139,25.8673,15.32,90,8,0.49,Galabovo,1684893886
350,thinadhoo,0.5333,72.9333,28.15,74,48,3.02,Thinadhoo,1684893886
351,san jose,37.3394,-121.895,20.49,61,20,7.72,San Jose,1684893886
352,pisco,-13.7,-76.2167,21.03,83,0,7.2,Pisco,1684893887
353,waipawa,-41.4122,175.5153,11.14,79,98,5.06,Waipawa,1684893891
354,mackay,-21.15,149.2,25.93,72,13,7.9,Mackay,1684893891
355,ocos,14.5094,-92.1933,29.1,70,99,1.21,Ocós,1684893891
356,yaritagua,10.08,-69.1261,25.59,81,3,0.72,Yaritagua,1684893893
357,atambua,-9.1061,124.8925,27.06,63,95,0.55,Atambua,1684893893
358,rush,53.5223,-6.0931,11.32,93,20,3.09,Rush,1684893607
359,bengkulu,-3.8004,102.2655,27.78,69,7,0.96,Bengkulu,1684893894
360,coquimbo,-29.9533,-71.3436,13.85,100,100,1.03,Coquimbo,1684893894
361,magadan,59.5667,150.8,5.85,99,100,3.17,Magadan,1684893894
362,shelburne,44.0787,-80.2041,17.44,67,62,2.6,Shelburne,1684893803
363,verkhoyansk,67.5447,133.385,6.38,47,76,4.3,Verkhoyansk,1684893895
364,salalah,17.0151,54.0924,29.05,84,75,1.03,Salalah,1684893895
365,saharsa,25.8833,86.6,29.81,53,47,4.17,Saharsa,1684893895
366,asau,46.4333,26.4,8.51,82,11,1.79,Asău,1684893895
367,payo,-3.7508,103.6372,28.25,69,22,0.63,Payo,1684893896
368,college,64.8569,-147.8028,21.44,30,40,0.89,College,1684893896
369,concarneau,47.875,-3.9225,11.44,62,100,6.68,Concarneau,1684893896
370,vilvoorde,50.9281,4.4294,8.25,86,0,1.03,Vilvoorde,1684893897
371,pangnirtung,66.1451,-65.7125,-9.32,94,100,2.17,Pangnirtung,1684893897
372,yerbogachen,61.2767,108.0108,5.78,77,100,2.54,Yerbogachën,1684893897
373,grindavik,63.8424,-22.4338,5.97,65,75,18.01,Grindavik,1684893897
374,honghu,29.8206,113.4621,20.11,71,16,2.01,Honghu,1684893898
375,porto nacional,-10.7081,-48.4172,24.0,63,72,0.77,Porto Nacional,1684893898
376,vilani,56.5525,26.9245,10.67,76,70,1.67,Viļāni,1684893898
377,sola,-13.8833,167.55,26.81,79,75,10.8,Sola,1684893899
378,arbroath,56.5632,-2.5874,8.99,90,10,4.57,Arbroath,1684893899
379,lakes entrance,-37.8811,147.981,16.2,42,0,1.29,Lakes Entrance,1684893899
380,pierre,44.3683,-100.351,25.48,50,0,4.63,Pierre,1684893899
381,bindura,-17.3019,31.3306,12.71,96,0,0.55,Bindura,1684893900
382,san policarpo,12.1791,125.5072,29.82,69,98,2.32,San Policarpo,1684893900
383,tessalit,20.1986,1.0114,30.91,16,41,5.16,Tessalit,1684893900
384,uni,57.7535,51.4923,15.03,68,87,3.05,Uni,1684893900
385,sheregesh,52.9209,87.9869,13.19,52,87,1.8,Sheregesh,1684893900
386,la palma,33.8464,-118.0467,20.41,82,100,3.6,La Palma,1684893901
387,kuala pilah,2.7389,102.2487,29.38,70,9,1.21,Kuala Pilah,1684893901
388,entre rios,-11.9419,-38.0844,21.1,97,39,1.24,Entre Rios,1684893902
389,namatanai,-3.6667,152.4333,27.93,82,87,5.47,Namatanai,1684893902
390,hayden,47.766,-116.7866,19.75,37,0,2.57,Hayden,1684893643
391,gaoua,10.2992,-3.2508,27.5,66,84,1.73,Gaoua,1684893903
392,sitka,57.0531,-135.33,10.94,71,0,5.14,Sitka,1684893903
393,sadove,46.2487,30.1795,15.57,85,54,2.74,Sadove,1684893903
394,bosaso,11.2842,49.1816,30.35,64,99,2.08,Bosaso,1684893720
395,evensk,61.95,159.2333,5.59,72,100,4.17,Evensk,1684893904
396,adrar,20.5022,-10.0711,24.73,23,92,4.15,Adrar,1684893904
397,victoria,22.2855,114.1577,26.65,90,100,0.45,Hong Kong,1684893904
398,khorramabad,33.4878,48.3558,12.79,76,0,0.0,Khorramabad,1684893905
399,korla,41.7597,86.1469,19.26,27,99,1.68,Korla,1684893781
400,mar del plata,-38.0023,-57.5575,17.83,98,75,1.54,Mar del Plata,1684893608
401,uelzen,52.9667,10.5667,7.43,88,48,4.13,Uelzen,1684893905
402,batagay-alyta,67.8006,130.4114,-1.47,76,25,0.59,Batagay-Alyta,1684893906
403,qaqortoq,60.7167,-46.0333,-0.41,78,100,0.73,Qaqortoq,1684893765
404,kashi,39.4547,75.9797,19.56,30,20,2.0,Kashgar,1684893906
405,hobyo,5.3505,48.5268,27.46,79,100,5.6,Hobyo,1684893906
406,chicama,-7.8447,-79.1469,22.3,79,100,2.71,Chicama,1684893906
407,novoagansk,61.9449,76.6625,8.19,52,4,3.23,Novoagansk,1684893907
408,santarem,-2.4431,-54.7083,27.07,94,0,1.54,Santarém,1684893907
409,capinopolis,-18.6819,-49.5697,17.08,59,0,2.19,Capinópolis,1684893652
410,grand gaube,-20.0064,57.6608,22.22,83,22,1.34,Grand Gaube,1684893907
411,ventspils,57.3894,21.5606,7.96,100,0,1.54,Ventspils,1684893910
412,lewistown,40.5992,-77.5714,18.67,82,0,0.0,Lewistown,1684893910
413,astoria,46.1879,-123.8313,14.84,71,75,4.12,Astoria,1684893911
414,bojnurd,37.4747,57.329,15.97,67,0,0.0,Bojnourd,1684893911
415,brentwood,40.7812,-73.2462,14.39,67,40,1.54,Brentwood,1684893912
416,pimentel,-6.8367,-79.9342,24.16,83,0,5.66,Pimentel,1684893912
417,merauke,-8.4667,140.3333,27.82,68,86,6.2,Merauke,1684893912
418,lukaya,-0.1489,31.8748,17.22,91,10,1.01,Lukaya,1684893913
419,cabinda,-5.55,12.2,24.76,93,32,3.09,Cabinda,1684893913
420,dhidhdhoo,6.8833,73.1,28.77,73,17,2.85,Dhidhdhoo,1684893913
421,grootegast,53.2125,6.2736,9.98,53,20,2.68,Grootegast,1684893913
422,yarada,17.65,83.2667,29.18,94,40,5.14,Yārāda,1684893913
423,los llanos de aridane,28.6585,-17.9182,15.86,72,40,2.57,Los Llanos de Aridane,1684893914
424,kpandu,6.9954,0.2931,24.69,91,93,2.61,Kpandu,1684893914
425,birjand,32.8663,59.2211,17.26,34,0,3.09,Birjand,1684893914
426,walvis bay,-22.9575,14.5053,11.53,100,2,2.06,Walvis Bay,1684893914
427,constitucion,-35.3333,-72.4167,12.17,87,90,2.69,Constitución,1684893915
428,tevaitoa,-16.7833,-151.5,26.74,78,79,5.42,Tevaitoa,1684893915
429,sioux lookout,50.1001,-91.917,12.04,47,75,2.57,Sioux Lookout,1684893776
430,fez,34.0372,-4.9998,13.14,100,75,2.57,Fes,1684893617
431,ormond beach,29.2858,-81.0559,25.01,87,100,2.24,Ormond Beach,1684893916
432,aleksandrovsk,59.158,57.5624,13.78,73,59,0.99,Aleksandrovsk,1684893916
433,los algarrobos,8.5,-82.4333,27.11,86,40,2.06,Los Algarrobos,1684893916
434,takoradi,4.8845,-1.7554,26.4,88,100,2.15,Takoradze,1684893916
435,neftcala,39.3742,49.2472,20.19,79,8,2.55,Neftçala,1684893917
436,careiro da varzea,-3.2003,-59.8119,25.34,95,100,1.28,Careiro da Várzea,1684893917
437,cayenne,4.9333,-52.3333,25.02,94,100,1.03,Cayenne,1684893917
438,henties bay,-22.116,14.2845,14.88,79,1,1.32,Henties Bay,1684893917
439,leningradskiy,69.3833,178.4167,0.24,93,100,6.26,Leningradskiy,1684893918
440,lata,40.1629,-8.3327,16.71,80,23,1.78,Lata,1684893918
441,amarante do maranhao,-5.5667,-46.7422,25.49,74,100,1.71,Amarante do Maranhão,1684893918
442,eregli,37.5133,34.0467,11.77,69,72,0.29,Heraclea,1684893918
443,east london,-33.0153,27.9116,15.58,49,3,2.39,East London,1684893919
444,gat,31.61,34.7642,21.89,38,0,0.41,Kiryat Gat,1684893919
445,muyezerskiy,63.9333,31.65,10.05,85,25,2.81,Muyezerskiy,1684893919
446,skeldon,5.8833,-57.1333,24.71,95,99,2.48,Skeldon,1684893919
447,berdigestyakh,62.0989,126.6992,11.08,28,62,1.83,Berdigestyakh,1684893920
448,kon tum,14.35,108.0,28.97,63,7,1.23,Kon Tum,1684893920
449,birao,10.2849,22.7882,27.36,38,88,2.49,Birao,1684893920
450,andenes,69.3143,16.1194,6.63,81,87,4.63,Andenes,1684893921
451,dutlwe,-23.9833,23.9,16.18,30,0,3.11,Dutlwe,1684893921
452,riyadh,24.6877,46.7219,28.08,29,14,2.73,Riyadh,1684893905
453,helong,42.5397,128.9972,23.47,25,27,2.99,Helong,1684893921
454,beringovskiy,63.05,179.3167,1.75,90,100,1.84,Beringovskiy,1684893922
455,mitsamiouli,-11.3847,43.2844,26.24,68,39,3.47,Mitsamiouli,1684893922
456,ishigaki,24.3448,124.1572,26.07,65,20,3.09,Ishigaki,1684893782
457,okato,-39.2,173.8833,17.32,83,41,7.6,Okato,1684893923
458,pacific grove,36.6177,-121.9166,14.25,84,40,5.66,Pacific Grove,1684893923
459,souillac,-20.5167,57.5167,22.21,83,40,1.03,Souillac,1684893923
460,naryan-mar,67.6713,53.087,15.17,61,14,3.54,Naryan-Mar,1684893923
461,narsaq,60.9167,-46.05,1.12,79,99,2.1,Narsaq,1684893924
462,merrill,45.1805,-89.6835,19.1,61,0,0.0,Merrill,1684893842
463,parkes,-33.1333,148.1833,16.31,76,2,2.34,Parkes,1684893924
464,shache,38.4167,77.2406,21.47,27,100,6.5,Shache,1684893924
465,varna,43.2167,27.9167,12.71,95,17,0.0,Varna,1684893665
466,nanyamba,-10.6833,39.8333,18.89,99,45,1.8,Nanyamba,1684893925
467,yazykovo,55.2199,56.1353,17.26,58,86,1.37,Yazykovo,1684893925
468,salmas,38.1973,44.7653,14.49,53,96,1.65,Salmās,1684893925
469,portland,45.5234,-122.6762,18.32,56,20,4.63,Portland,1684893420
470,acucena,-19.0731,-42.5464,16.29,79,97,1.02,Açucena,1684893926
471,akhtubinsk,48.2795,46.1722,18.4,75,63,3.28,Akhtubinsk,1684893926
472,calawag,10.6697,119.5707,30.57,65,11,1.48,Calawag,1684893927
473,outlook,51.5001,-107.0513,20.13,69,100,7.63,Outlook,1684893643
474,shunyi,40.125,116.6453,24.97,38,0,5.0,Shunyi,1684893927
475,ambon,-3.6954,128.1814,31.08,66,40,3.09,Ambon City,1684893882
476,lulea,65.5842,22.1547,6.04,93,75,0.51,Luleå,1684893786
477,buraydah,26.326,43.975,29.25,30,100,6.09,Buraidah,1684893747
478,hirara,24.8,125.2833,26.15,65,40,4.12,Hirara,1684893928
479,ust-nera,64.5667,143.2,3.08,97,100,3.15,Ust-Nera,1684893928
480,fort nelson,58.8053,-122.7002,19.77,40,75,1.03,Fort Nelson,1684893928
481,moose factory,51.2585,-80.6094,1.0,69,100,6.69,Moose Factory,1684893928
482,khatanga,71.9667,102.5,-0.93,91,92,6.29,Khatanga,1684893929
483,oranjestad,12.524,-70.027,27.97,88,40,8.23,Oranjestad,1684893929
484,barra patuca,15.8,-84.2833,26.68,76,2,2.84,Barra Patuca,1684893929
485,vallenar,-28.5708,-70.7581,14.04,64,0,0.72,Vallenar,1684893929
486,muros,42.7762,-9.0603,17.27,72,23,6.13,Muros,1684893930
487,vila,42.0304,-8.1588,13.49,78,8,2.07,Vila,1684893930
488,katherine,-14.4667,132.2667,27.18,34,12,7.2,Katherine,1684893930
489,dawlatabad,36.4141,64.9053,26.61,25,0,0.79,Dawlatabad,1684893931
490,beyneu,45.3167,55.2,20.91,45,2,7.75,Beyneu,1684893931
491,taylorville,39.5489,-89.2945,21.55,60,0,2.75,Taylorville,1684893932
492,omboue,-1.5746,9.2618,24.92,95,81,2.18,Omboué,1684893932
493,homer,59.6425,-151.5483,9.94,69,100,0.0,Homer,1684893932
494,koumac,-20.5667,164.2833,24.82,50,4,6.18,Koumac,1684893933
495,shumskiy,54.8318,99.1328,5.83,78,91,6.55,Shumskiy,1684893933
496,huarmey,-10.0681,-78.1522,22.03,84,56,3.89,Huarmey,1684893748
497,bac lieu,9.285,105.7244,30.87,62,80,5.12,Bac Lieu,1684893934
498,wisconsin rapids,44.3836,-89.8174,21.44,59,0,0.0,Wisconsin Rapids,1684893914
499,basco,20.4487,121.9702,26.88,78,76,4.79,Basco,1684893934
500,khandyga,62.6667,135.6,10.68,35,90,0.76,Khandyga,1684893934
501,mount gambier,-37.8333,140.7667,16.23,60,47,5.42,Mount Gambier,1684893935
502,calabozo,8.9242,-67.4293,25.8,74,98,2.18,Calabozo,1684893935
503,puerto ayacucho,5.6639,-67.6236,25.18,91,97,0.41,Puerto Ayacucho,1684893774
504,ulladulla,-35.35,150.4667,17.09,38,0,0.52,Ulladulla,1684893935
505,tual,-5.6667,132.75,27.7,79,55,10.84,Tual,1684893913
506,maloy,61.9353,5.1136,9.29,58,100,12.1,Måløy,1684893936
507,nadym,65.5333,72.5167,5.98,53,16,2.86,Nadym,1684893936
508,zyryanka,65.75,150.85,8.45,64,100,0.73,Zyryanka,1684893937
509,staroutkinsk,57.2302,59.3348,16.76,54,8,0.64,Staroutkinsk,1684893937
510,sorland,67.667,12.6934,7.92,77,100,15.06,Sørland,1684893937
511,dukat,62.55,155.55,2.33,65,100,5.19,Dukat,1684893937
512,berlevag,70.8578,29.0864,6.0,96,100,2.2,Berlevåg,1684893938
513,praya,14.9215,-23.5087,22.3,78,40,5.66,Praia,1684893938
514,leua,48.2156,18.6071,13.64,97,97,2.24,Levice,1684893938
515,durango,24.8333,-104.8333,23.28,20,61,4.39,Durango,1684893938
516,santiago,-33.4569,-70.6483,14.19,78,0,1.03,Santiago,1684893547
517,green river,41.5286,-109.4662,18.22,66,97,3.66,Green River,1684893939
518,laizhou,37.1717,119.9214,24.61,28,100,5.71,Laichow,1684893939
519,comodoro rivadavia,-45.8667,-67.5,6.92,42,0,2.57,Comodoro Rivadavia,1684893798
520,domna,51.8971,113.1573,13.09,32,5,3.0,Domna,1684893939
521,aragona,37.4008,13.6176,14.21,80,5,1.99,Aragona,1684893940
522,sao joao batista,-27.2761,-48.8494,21.13,98,23,0.9,São João Batista,1684893940
523,dodoma,-6.1722,35.7395,17.95,94,20,3.09,Dodoma,1684893940
524,vardo,70.3705,31.1107,5.99,93,96,5.14,Vardø,1684893940
525,bonthe,7.5264,-12.505,24.82,89,92,1.85,Bonthe,1684893941
526,shelopugino,51.6514,117.5599,15.53,33,0,5.72,Shelopugino,1684893941
527,dong xoai,11.5333,106.9167,31.42,58,93,2.62,Don Luan,1684893941
528,ayan,56.45,138.1667,0.85,94,100,1.84,Ayan,1684893942
529,ola,59.5833,151.2833,6.19,92,100,3.13,Ola,1684893942
530,netarhat,23.4833,84.2667,31.32,20,3,2.1,Neturhāt,1684893942
531,sarangani,5.4033,125.4636,28.57,76,71,5.92,Sarangani,1684893942
532,broome,42.2506,-75.833,16.6,81,2,1.9,Broome,1684893943
533,undory,54.6085,48.3928,18.58,64,27,5.35,Undory,1684893943
534,acajutla,13.5928,-89.8275,28.58,76,85,1.93,Acajutla,1684893943
535,richards bay,-28.783,32.0377,15.8,92,0,1.96,Richards Bay,1684893944
536,arlit,18.7369,7.3853,32.23,17,100,3.77,Arlit,1684893944
537,kaihua,23.3687,104.28,24.63,65,18,3.7,Kaihua,1684893944
538,uvat,59.1433,68.8953,17.76,38,81,2.59,Uvat,1684893944
539,tawau,4.2498,117.8871,30.07,74,99,1.71,Tawao,1684893945
540,quatre cocos,-20.2078,57.7625,22.06,81,21,1.8,Quatre Cocos,1684893945
541,ca mau,9.1769,105.15,32.14,56,50,3.83,Ca Mau,1684893886
542,muddebihal,16.3333,76.1333,29.08,49,3,6.03,Muddebihāl,1684893372
543,eyl,7.9803,49.8164,27.04,74,75,3.7,Eyl,1684893946
544,port macquarie,-31.4333,152.9167,21.05,50,33,3.11,Port Macquarie,1684893946
545,rosarito,32.3333,-117.0333,16.93,76,25,2.71,Rosarito,1684893946
546,bereda,43.2686,-7.5406,14.12,100,95,3.35,Bereda,1684893946
547,rundu,-17.9333,19.7667,14.38,37,0,0.62,Rundu,1684893947
548,muzhi,65.3667,64.6667,9.84,72,100,1.77,Muzhi,1684893947
549,roma,43.2128,-75.4557,17.02,79,75,0.0,Rome,1684893947
